brand,processor,ram_gb,storage_gb,storage_type,gpu,screen_size,release_year,age_years,condition,original_price,fair_price
HP,M2,64,256,HDD,RTX 4070,14.0,2020,4,Good,225538,41697
Acer,M2,8,1024,HDD,RTX 3060,15.6,2023,1,Good,131870,37787
Lenovo,Ryzen 5,64,1024,HDD,RTX 4070,17.0,2018,6,Fair,176471,13538
MSI,i9,64,1024,HDD,RTX 3060,14.0,2023,1,Fair,188710,45333
Acer,Ryzen 5,8,2048,HDD,RTX 4070,15.6,2021,3,Poor,115239,10836
MSI,i9,32,1024,HDD,RTX 4070,16.0,2018,6,Excellent,174382,25365
Dell,Ryzen 9,32,256,HDD,Integrated,13.0,2019,5,Fair,110122,11264
Acer,M2,32,512,SSD,Integrated,13.0,2021,3,Good,118437,25056
Asus,i3,16,256,HDD,M2 GPU,17.0,2018,6,Excellent,75801,9501
Lenovo,Ryzen 9,64,512,SSD,RTX 3060,16.0,2019,5,Excellent,165055,32388
Dell,i9,8,1024,SSD,RTX 3050,16.0,2023,1,Good,116810,39838
Dell,Ryzen 5,8,512,SSD,Integrated,16.0,2022,2,Good,60531,17397
Asus,i9,32,2048,SSD,Integrated,16.0,2023,1,Poor,146279,21163
Asus,i7,8,512,HDD,GTX 1650,13.0,2019,5,Good,87354,12173
Acer,M2,8,1024,SSD,RTX 4070,13.0,2018,6,Poor,163136,8000
Dell,Ryzen 7,8,512,HDD,M2 GPU,14.0,2018,6,Fair,96208,8000
Apple,i9,16,256,SSD,M2 GPU,15.6,2023,1,Excellent,121882,60330
Dell,Ryzen 5,8,512,SSD,RTX 3060,16.0,2019,5,Poor,95361,8000
Acer,i3,16,256,HDD,M1 GPU,13.0,2018,6,Fair,71254,8000
Apple,i9,32,2048,SSD,RTX 4070,14.0,2023,1,Excellent,211264,101003
HP,i7,16,512,SSD,M2 GPU,14.0,2020,4,Good,113676,18048
MSI,i7,8,1024,HDD,GTX 1650,17.0,2023,1,Good,80238,27990
Asus,Ryzen 5,8,256,SSD,RTX 3050,16.0,2022,2,Good,75071,20552
Acer,i5,32,256,SSD,RTX 3060,17.0,2019,5,Good,120670,15118
MSI,Ryzen 5,32,2048,HDD,RTX 3050,13.0,2019,5,Fair,96540,11117
HP,Ryzen 5,32,256,SSD,RTX 3060,17.0,2019,5,Good,107537,14881
Asus,M2,64,1024,SSD,RTX 4070,14.0,2019,5,Excellent,217169,35086
Lenovo,M2,8,256,SSD,RTX 3060,13.0,2018,6,Excellent,126478,14765
Asus,M1,16,512,SSD,M1 GPU,17.0,2020,4,Poor,107936,8796
MSI,Ryzen 5,64,2048,HDD,RTX 3060,15.6,2023,1,Poor,147392,20671
MSI,i5,32,512,SSD,RTX 3060,13.0,2021,3,Good,118018,30643
Acer,Ryzen 7,64,256,SSD,M2 GPU,15.6,2023,1,Fair,154387,29415
Apple,i3,8,256,HDD,RTX 4070,14.0,2019,5,Poor,90277,8000
Acer,Ryzen 5,16,256,SSD,M2 GPU,15.6,2022,2,Poor,78798,8000
Asus,M2,8,2048,SSD,M2 GPU,16.0,2019,5,Excellent,151424,28114
MSI,Ryzen 7,8,1024,SSD,Integrated,13.0,2018,6,Fair,82958,8000
HP,M1,16,256,SSD,RTX 4070,13.0,2018,6,Poor,134333,8000
Asus,M2,32,512,HDD,GTX 1650,17.0,2020,4,Good,143457,27161
HP,i9,64,2048,SSD,Integrated,13.0,2020,4,Excellent,162459,37262
MSI,M1,16,256,HDD,M1 GPU,15.6,2023,1,Fair,102270,24601
Lenovo,Ryzen 9,32,512,SSD,Integrated,17.0,2018,6,Excellent,117945,15068
MSI,i9,16,256,SSD,RTX 4070,15.6,2019,5,Poor,149113,9801
HP,i3,64,512,SSD,RTX 3050,16.0,2022,2,Excellent,135456,41758
Asus,i3,8,512,SSD,RTX 3060,16.0,2018,6,Excellent,83753,10113
Asus,Ryzen 5,16,512,SSD,Integrated,16.0,2018,6,Excellent,71517,8227
Asus,M2,8,512,HDD,Integrated,17.0,2018,6,Excellent,103396,12462
Asus,i7,16,512,SSD,Integrated,14.0,2022,2,Fair,91066,18049
MSI,Ryzen 9,8,1024,SSD,Integrated,13.0,2019,5,Good,107314,17744
Apple,M1,8,2048,HDD,RTX 3050,17.0,2018,6,Good,118777,14457
Dell,Ryzen 9,32,256,SSD,GTX 1650,14.0,2018,6,Excellent,131618,15110
MSI,Ryzen 5,16,2048,SSD,M1 GPU,15.6,2020,4,Excellent,99579,23579
Asus,Ryzen 7,32,512,SSD,Integrated,15.6,2020,4,Excellent,93219,20196
Asus,Ryzen 5,64,2048,HDD,M2 GPU,13.0,2022,2,Poor,143165,17397
Lenovo,Ryzen 7,32,256,HDD,M2 GPU,16.0,2020,4,Excellent,113846,29304
Dell,M1,8,512,SSD,Integrated,17.0,2019,5,Poor,91516,8000
HP,M2,16,1024,SSD,M2 GPU,13.0,2018,6,Good,161585,16060
HP,i3,64,256,SSD,Integrated,13.0,2021,3,Good,94969,19148
Asus,i5,32,1024,SSD,M2 GPU,16.0,2019,5,Good,126532,17136
HP,M1,32,1024,SSD,RTX 3060,13.0,2020,4,Poor,143184,10100
Asus,Ryzen 5,32,1024,SSD,M2 GPU,17.0,2022,2,Fair,121014,23654
Dell,i7,8,2048,SSD,M1 GPU,15.6,2020,4,Excellent,116798,27471
Asus,Ryzen 7,64,1024,SSD,RTX 3050,13.0,2019,5,Fair,168668,18009
Lenovo,i9,16,1024,SSD,M1 GPU,16.0,2019,5,Fair,132043,12993
Dell,i9,16,512,HDD,M2 GPU,13.0,2020,4,Fair,131016,16842
Dell,M2,32,2048,HDD,GTX 1650,15.6,2019,5,Good,142512,22347
Lenovo,M1,32,2048,SSD,GTX 1650,15.6,2021,3,Good,151842,32014
Asus,Ryzen 9,8,1024,SSD,Integrated,16.0,2018,6,Fair,102047,8000
HP,i5,8,1024,HDD,RTX 3060,13.0,2020,4,Excellent,96408,22614
Acer,Ryzen 9,32,512,HDD,Integrated,17.0,2018,6,Good,113406,10731
Apple,Ryzen 5,32,1024,SSD,Integrated,13.0,2023,1,Fair,98295,27818
Acer,i9,64,512,SSD,M1 GPU,16.0,2023,1,Excellent,150696,58404
Asus,Ryzen 7,64,512,SSD,RTX 3050,17.0,2020,4,Good,161237,29995
Asus,i7,16,256,SSD,M2 GPU,15.6,2020,4,Fair,99427,12573
Asus,Ryzen 9,8,512,SSD,RTX 3050,15.6,2023,1,Good,102235,32916
Acer,i5,8,1024,SSD,Integrated,14.0,2020,4,Good,75474,11819
HP,Ryzen 5,8,2048,HDD,M2 GPU,13.0,2021,3,Good,84959,16207
Apple,M2,16,2048,HDD,GTX 1650,17.0,2020,4,Good,128128,31514
Acer,M1,32,2048,SSD,RTX 3050,17.0,2018,6,Excellent,146005,15168
Lenovo,M1,8,256,SSD,Integrated,13.0,2020,4,Good,76706,14256
Apple,Ryzen 9,16,512,HDD,M2 GPU,17.0,2019,5,Good,109921,19547
Asus,Ryzen 5,8,1024,HDD,Integrated,17.0,2023,1,Good,52882,15914
Acer,i3,16,512,SSD,RTX 3060,15.6,2020,4,Good,81511,13012
Asus,Ryzen 5,64,256,SSD,RTX 3050,16.0,2020,4,Fair,134756,16654
HP,i5,64,512,SSD,RTX 3050,15.6,2019,5,Fair,143504,13767
Asus,Ryzen 7,64,1024,HDD,RTX 4070,17.0,2023,1,Fair,181116,43168
Lenovo,Ryzen 5,8,1024,HDD,M2 GPU,14.0,2020,4,Good,86039,16125
HP,i3,32,1024,SSD,M2 GPU,17.0,2023,1,Poor,98847,12777
Dell,i3,64,256,HDD,M1 GPU,15.6,2023,1,Excellent,116182,43899
Acer,Ryzen 9,32,512,SSD,M1 GPU,13.0,2019,5,Excellent,123631,19629
MSI,Ryzen 7,32,2048,SSD,M2 GPU,14.0,2023,1,Good,152264,52503
MSI,i7,32,1024,HDD,M1 GPU,16.0,2022,2,Good,114764,33692
MSI,Ryzen 9,16,256,SSD,Integrated,14.0,2018,6,Good,97121,10300
Asus,M2,8,2048,SSD,RTX 4070,15.6,2021,3,Fair,192592,34085
MSI,M1,8,256,HDD,Integrated,15.6,2021,3,Good,85100,21809
Asus,Ryzen 7,64,1024,SSD,RTX 4070,16.0,2021,3,Excellent,197356,50389
Acer,Ryzen 7,8,1024,HDD,GTX 1650,16.0,2020,4,Good,82285,12564
Acer,i9,32,512,SSD,RTX 3060,13.0,2022,2,Fair,162799,30013
Apple,Ryzen 7,32,1024,HDD,Integrated,17.0,2021,3,Excellent,85483,32336
Dell,M2,32,1024,SSD,RTX 4070,15.6,2021,3,Excellent,182695,49879
Lenovo,M1,8,256,HDD,RTX 4070,17.0,2023,1,Good,117381,37401
HP,Ryzen 5,8,2048,SSD,Integrated,13.0,2018,6,Good,89242,8818
Acer,M2,32,256,HDD,M1 GPU,17.0,2023,1,Fair,127237,23601
Asus,i9,16,1024,SSD,RTX 3050,13.0,2019,5,Fair,121353,12329
Lenovo,M1,16,2048,SSD,M2 GPU,17.0,2021,3,Good,129562,30287
Asus,i3,32,512,SSD,RTX 4070,15.6,2019,5,Good,116723,15540
HP,i9,64,1024,SSD,M1 GPU,15.6,2020,4,Fair,177503,22692
Apple,i5,8,512,SSD,Integrated,17.0,2021,3,Good,60829,18618
Acer,i7,64,1024,HDD,M1 GPU,15.6,2020,4,Excellent,144576,32862
Acer,i5,8,512,HDD,RTX 4070,14.0,2023,1,Good,100495,27054
Acer,i5,16,256,SSD,M2 GPU,14.0,2018,6,Excellent,84128,10068
Acer,i9,64,2048,SSD,RTX 3060,17.0,2019,5,Good,197881,26109
Acer,Ryzen 5,16,512,SSD,RTX 4070,17.0,2023,1,Good,107530,28862
Lenovo,i9,8,1024,SSD,M2 GPU,17.0,2022,2,Excellent,137439,46202
HP,Ryzen 7,64,256,SSD,M2 GPU,14.0,2020,4,Excellent,159289,36858
Asus,M1,64,512,SSD,RTX 3060,13.0,2019,5,Good,184411,24104
Asus,i5,16,256,HDD,Integrated,13.0,2018,6,Poor,68048,8000
Lenovo,Ryzen 7,32,1024,HDD,RTX 3050,14.0,2018,6,Fair,115027,8000
HP,Ryzen 7,8,256,HDD,RTX 3060,14.0,2022,2,Fair,95230,15842
MSI,Ryzen 7,8,2048,SSD,Integrated,17.0,2019,5,Fair,98982,11595
Asus,Ryzen 9,16,256,SSD,M2 GPU,15.6,2019,5,Good,109728,15658
Dell,M2,16,2048,SSD,RTX 4070,14.0,2021,3,Good,179617,44506
HP,i3,16,256,SSD,M2 GPU,14.0,2023,1,Good,76500,23259
Apple,Ryzen 7,64,512,HDD,RTX 3050,17.0,2018,6,Good,142757,18610
Lenovo,i5,32,1024,SSD,Integrated,15.6,2023,1,Excellent,97329,37232
Lenovo,i9,16,512,HDD,Integrated,13.0,2018,6,Good,102677,10706
Asus,i7,16,256,SSD,RTX 4070,17.0,2021,3,Excellent,131930,40141
Lenovo,Ryzen 5,32,256,HDD,Integrated,16.0,2023,1,Good,80458,27112
HP,i3,16,2048,SSD,GTX 1650,14.0,2020,4,Poor,90366,8000
Apple,i9,32,1024,SSD,GTX 1650,17.0,2022,2,Excellent,126095,54162
Lenovo,i7,16,2048,SSD,RTX 4070,13.0,2020,4,Fair,157983,21381
Acer,i3,32,1024,SSD,RTX 3050,16.0,2022,2,Good,94637,23552
Acer,Ryzen 7,16,512,HDD,RTX 3060,14.0,2018,6,Excellent,106939,12862
Acer,i9,64,2048,SSD,GTX 1650,15.6,2022,2,Excellent,180314,59398
Dell,Ryzen 9,32,2048,SSD,RTX 3050,16.0,2022,2,Good,143519,40797
Dell,Ryzen 7,32,2048,HDD,RTX 4070,17.0,2021,3,Good,157811,36369
Asus,M1,64,512,SSD,M1 GPU,13.0,2019,5,Good,141676,18032
Apple,Ryzen 9,8,2048,SSD,RTX 3050,13.0,2023,1,Poor,140640,23945
Apple,Ryzen 9,64,256,HDD,RTX 4070,15.6,2019,5,Good,181381,31954
Apple,i9,32,512,SSD,Integrated,13.0,2023,1,Good,117480,41291
Acer,Ryzen 7,8,2048,SSD,GTX 1650,17.0,2021,3,Good,105154,20782
Dell,Ryzen 7,8,2048,HDD,RTX 4070,15.6,2019,5,Poor,132272,8809
HP,i7,16,2048,SSD,M2 GPU,14.0,2020,4,Good,125466,23672
MSI,Ryzen 9,8,2048,HDD,RTX 3060,16.0,2021,3,Excellent,122895,36058
HP,i3,8,1024,SSD,RTX 3050,14.0,2019,5,Excellent,82755,13268
Asus,M2,8,256,SSD,GTX 1650,13.0,2019,5,Excellent,114486,20751
Lenovo,Ryzen 5,32,1024,SSD,RTX 3050,15.6,2018,6,Poor,103873,8000
Lenovo,Ryzen 9,16,1024,SSD,Integrated,14.0,2022,2,Excellent,113380,43082
Dell,i9,16,512,SSD,RTX 3050,17.0,2018,6,Fair,112854,8116
Dell,i3,16,512,SSD,Integrated,15.6,2018,6,Poor,56609,8000
Apple,i7,32,1024,SSD,RTX 3060,16.0,2019,5,Good,135530,26082
Apple,M2,16,1024,SSD,GTX 1650,17.0,2018,6,Excellent,144346,24456
MSI,Ryzen 5,32,256,SSD,RTX 4070,15.6,2021,3,Good,119016,27172
HP,i7,32,1024,SSD,M1 GPU,13.0,2021,3,Fair,124291,19133
HP,Ryzen 7,16,2048,SSD,RTX 3060,13.0,2018,6,Good,135970,12913
MSI,M1,64,1024,SSD,RTX 3050,16.0,2020,4,Good,157192,34293
Lenovo,Ryzen 9,64,1024,HDD,RTX 4070,15.6,2019,5,Good,205516,30556
Acer,M1,16,2048,SSD,RTX 3050,14.0,2021,3,Fair,143183,21065
HP,i7,64,256,HDD,RTX 3050,13.0,2020,4,Fair,132567,15220
Dell,M1,8,2048,SSD,Integrated,14.0,2021,3,Good,118571,27364
HP,Ryzen 5,64,512,HDD,RTX 3050,16.0,2020,4,Good,118851,21654
HP,i3,8,2048,HDD,Integrated,15.6,2020,4,Fair,54036,8000
Asus,i5,32,256,SSD,M2 GPU,16.0,2021,3,Good,111827,23305
Apple,Ryzen 7,32,2048,SSD,RTX 3050,17.0,2019,5,Excellent,132566,27808
Asus,i9,32,512,SSD,RTX 3060,13.0,2020,4,Excellent,160279,39313
Asus,Ryzen 9,8,256,SSD,RTX 3050,15.6,2019,5,Excellent,109396,21202
HP,M1,64,1024,SSD,Integrated,17.0,2018,6,Excellent,164672,18952
MSI,i9,64,1024,SSD,M1 GPU,14.0,2021,3,Excellent,189717,54985
Acer,i3,16,2048,HDD,M2 GPU,14.0,2019,5,Good,93098,11118
Lenovo,i7,8,512,HDD,GTX 1650,14.0,2023,1,Good,80806,27448
HP,i9,64,1024,HDD,RTX 3050,17.0,2020,4,Poor,175360,14345
HP,i5,32,1024,SSD,M2 GPU,17.0,2018,6,Good,117761,10697
Dell,Ryzen 7,8,512,HDD,RTX 3050,13.0,2020,4,Fair,82874,11738
HP,Ryzen 9,32,512,SSD,RTX 3050,16.0,2023,1,Good,125101,33165
Lenovo,M2,64,512,HDD,Integrated,15.6,2020,4,Fair,144530,20590
HP,M1,64,256,SSD,RTX 3050,15.6,2020,4,Fair,173067,20858
Acer,M1,16,2048,SSD,M1 GPU,14.0,2021,3,Excellent,144217,35731
Asus,M1,8,256,SSD,M2 GPU,15.6,2019,5,Fair,109974,11140
Dell,i5,64,256,SSD,RTX 3060,15.6,2023,1,Good,153472,51160
Lenovo,i3,8,1024,SSD,RTX 3050,17.0,2021,3,Fair,73704,12833
Asus,i9,64,2048,SSD,M1 GPU,16.0,2022,2,Fair,180138,34734
HP,Ryzen 5,64,256,HDD,M2 GPU,16.0,2021,3,Excellent,139816,35364
HP,Ryzen 5,16,512,SSD,M1 GPU,15.6,2019,5,Good,78880,9811
Apple,i7,8,256,SSD,M1 GPU,14.0,2020,4,Good,93965,23036
MSI,M2,32,256,SSD,GTX 1650,13.0,2021,3,Fair,149416,29066
HP,i9,8,512,HDD,Integrated,16.0,2021,3,Good,93546,19924
MSI,Ryzen 7,16,512,HDD,M1 GPU,13.0,2021,3,Good,96004,24002
HP,i5,64,1024,SSD,M2 GPU,14.0,2021,3,Good,139944,30483
MSI,M2,8,512,SSD,M2 GPU,14.0,2023,1,Good,127603,45888
Lenovo,Ryzen 7,16,1024,HDD,M2 GPU,15.6,2020,4,Good,97836,18457
Asus,i7,8,1024,HDD,M1 GPU,13.0,2018,6,Excellent,89321,12118
Dell,M1,8,2048,SSD,RTX 4070,13.0,2018,6,Good,160408,15781
HP,i7,16,2048,SSD,M1 GPU,16.0,2018,6,Good,113051,10128
HP,M2,64,1024,SSD,RTX 3060,13.0,2018,6,Poor,199818,8602
Asus,M2,32,2048,SSD,RTX 3050,15.6,2023,1,Poor,172683,22522
Asus,i7,32,512,HDD,Integrated,14.0,2022,2,Poor,93994,11044
Dell,i7,64,256,HDD,RTX 4070,15.6,2021,3,Good,159655,39692
Lenovo,Ryzen 7,32,512,HDD,M1 GPU,17.0,2020,4,Good,114366,22807
Asus,i3,64,1024,HDD,M1 GPU,16.0,2018,6,Good,110856,10295
Asus,Ryzen 7,32,2048,HDD,RTX 3050,15.6,2018,6,Good,126859,12006
Dell,M2,8,1024,SSD,RTX 3050,16.0,2018,6,Good,146654,15726
MSI,Ryzen 7,32,512,SSD,RTX 4070,15.6,2019,5,Fair,141378,14988
Apple,Ryzen 7,64,256,SSD,RTX 3060,16.0,2023,1,Poor,167623,30078
Apple,Ryzen 5,32,256,HDD,RTX 4070,16.0,2022,2,Fair,122856,29866
Apple,Ryzen 5,64,256,HDD,M2 GPU,15.6,2020,4,Fair,139838,25092
Acer,M2,64,512,SSD,M1 GPU,17.0,2019,5,Poor,192110,10352
Lenovo,Ryzen 5,32,1024,SSD,M2 GPU,13.0,2022,2,Good,114736,32386
MSI,i7,32,2048,SSD,M1 GPU,17.0,2021,3,Excellent,143015,42673
Lenovo,Ryzen 5,8,1024,SSD,RTX 3060,13.0,2021,3,Good,93366,23052
Apple,i9,16,512,SSD,M2 GPU,15.6,2022,2,Poor,135859,22509
Acer,i5,8,1024,SSD,M1 GPU,15.6,2022,2,Fair,76661,14682
HP,Ryzen 9,64,512,SSD,M2 GPU,15.6,2022,2,Excellent,157110,48233
Apple,i5,64,1024,SSD,RTX 3060,14.0,2019,5,Good,164350,30342
HP,i5,16,256,SSD,RTX 3050,15.6,2019,5,Good,82103,10549
Asus,Ryzen 7,64,512,HDD,GTX 1650,15.6,2022,2,Good,121531,34080
Dell,i5,16,1024,HDD,RTX 4070,13.0,2018,6,Good,120856,11269
Acer,Ryzen 5,32,2048,SSD,RTX 3050,13.0,2022,2,Fair,118248,20124
Asus,i7,16,1024,SSD,Integrated,13.0,2021,3,Good,90639,18588
HP,M2,8,256,SSD,M1 GPU,16.0,2019,5,Good,113243,15648
Apple,Ryzen 9,8,256,SSD,M2 GPU,13.0,2022,2,Excellent,103800,46528
Lenovo,Ryzen 7,16,1024,SSD,RTX 3060,15.6,2022,2,Good,114053,33246
Lenovo,Ryzen 7,8,1024,SSD,RTX 3050,15.6,2020,4,Good,96011,18594
Apple,i7,32,2048,SSD,RTX 3050,15.6,2022,2,Fair,152968,35934
HP,M2,32,1024,SSD,Integrated,14.0,2019,5,Fair,150352,15797
Acer,M2,32,1024,SSD,RTX 3050,13.0,2018,6,Fair,147826,9217
Dell,i9,8,2048,SSD,M1 GPU,17.0,2021,3,Good,142898,34163
Lenovo,Ryzen 9,16,1024,SSD,M2 GPU,13.0,2022,2,Good,119842,29431
Apple,Ryzen 5,16,2048,SSD,Integrated,17.0,2020,4,Good,89656,21913
Dell,i5,32,512,HDD,Integrated,16.0,2021,3,Good,82511,20721
MSI,i7,8,2048,SSD,M2 GPU,16.0,2023,1,Good,125646,43208
Acer,M1,16,256,SSD,M2 GPU,13.0,2021,3,Good,104054,21267
Acer,i3,8,256,HDD,M2 GPU,14.0,2019,5,Good,67382,8156
HP,Ryzen 5,32,1024,SSD,M2 GPU,17.0,2018,6,Excellent,123167,14704
Acer,M1,8,2048,SSD,RTX 4070,16.0,2018,6,Excellent,153362,18223
Asus,i7,16,1024,SSD,M2 GPU,13.0,2022,2,Fair,126535,25631
Lenovo,M1,16,512,SSD,RTX 3060,17.0,2019,5,Good,116215,16474
Acer,M2,64,512,SSD,M2 GPU,13.0,2022,2,Excellent,176714,56443
Asus,i5,16,2048,SSD,Integrated,14.0,2022,2,Fair,88819,16358
HP,M1,32,512,HDD,RTX 4070,16.0,2020,4,Excellent,153924,30345
Dell,i5,64,2048,SSD,RTX 3050,16.0,2022,2,Excellent,158070,59717
Lenovo,Ryzen 5,32,256,SSD,Integrated,14.0,2022,2,Good,80117,21626
HP,M1,16,1024,HDD,M2 GPU,17.0,2018,6,Fair,115394,8000
Acer,i9,16,1024,SSD,RTX 3050,16.0,2021,3,Fair,123637,17458
Apple,Ryzen 7,8,512,SSD,RTX 4070,15.6,2021,3,Good,119474,34793
Apple,M2,64,256,SSD,M2 GPU,17.0,2022,2,Excellent,180111,79030
HP,M2,64,1024,SSD,Integrated,14.0,2019,5,Excellent,182173,33647
HP,Ryzen 7,8,256,SSD,GTX 1650,16.0,2023,1,Good,81652,24549
Lenovo,i7,8,2048,SSD,RTX 3050,13.0,2022,2,Good,128353,33385
Dell,i3,64,512,SSD,RTX 4070,15.6,2019,5,Fair,156739,16355
Lenovo,Ryzen 5,16,2048,SSD,RTX 3060,17.0,2021,3,Good,123587,30546
HP,M2,64,2048,SSD,M1 GPU,17.0,2018,6,Excellent,186202,21437
Dell,i3,64,2048,SSD,RTX 3050,14.0,2023,1,Fair,135906,32822
MSI,i3,64,256,SSD,RTX 3060,15.6,2018,6,Good,126092,13922
Lenovo,Ryzen 9,32,256,HDD,M1 GPU,15.6,2019,5,Good,115253,15549
HP,M2,32,512,SSD,RTX 3050,13.0,2020,4,Good,141325,26433
HP,M2,8,1024,SSD,GTX 1650,15.6,2022,2,Good,115553,28576
Asus,Ryzen 7,32,256,HDD,GTX 1650,15.6,2020,4,Good,90902,16610
MSI,i5,8,2048,SSD,RTX 4070,13.0,2023,1,Fair,134175,29838
Lenovo,Ryzen 5,8,256,SSD,GTX 1650,14.0,2021,3,Excellent,60708,18006
Dell,i3,32,1024,SSD,GTX 1650,16.0,2018,6,Poor,89966,8000
Dell,Ryzen 5,8,256,SSD,RTX 3050,13.0,2018,6,Excellent,78096,10398
Apple,M2,8,256,HDD,M1 GPU,15.6,2020,4,Excellent,108299,30971
MSI,i7,8,2048,SSD,Integrated,13.0,2020,4,Good,90970,19455
HP,i3,16,256,SSD,M2 GPU,14.0,2022,2,Good,78916,19916
Acer,M1,32,256,SSD,GTX 1650,16.0,2021,3,Poor,123092,12460
Lenovo,M1,64,2048,SSD,Integrated,14.0,2022,2,Excellent,161216,53521
MSI,i7,16,512,SSD,RTX 3060,17.0,2022,2,Good,120941,34077
Apple,Ryzen 7,8,2048,SSD,RTX 3060,14.0,2019,5,Excellent,122494,25759
HP,Ryzen 5,8,512,SSD,RTX 3050,16.0,2023,1,Good,77305,22048
MSI,M1,16,2048,SSD,GTX 1650,13.0,2018,6,Excellent,138958,20524
Apple,i5,64,2048,SSD,RTX 4070,17.0,2021,3,Good,206212,57879
Lenovo,Ryzen 9,32,256,SSD,RTX 4070,17.0,2019,5,Good,176704,23553
Lenovo,i5,64,1024,SSD,RTX 4070,15.6,2023,1,Good,183747,53915
Lenovo,M2,64,2048,HDD,RTX 3060,15.6,2023,1,Good,192170,58447
Dell,i7,8,2048,HDD,GTX 1650,14.0,2021,3,Fair,94950,14408
Asus,Ryzen 7,8,2048,SSD,M2 GPU,17.0,2022,2,Good,131344,37178
Acer,i5,8,256,SSD,GTX 1650,16.0,2021,3,Good,65216,14299
Apple,i5,8,1024,SSD,M1 GPU,17.0,2022,2,Good,84777,26379
HP,i3,16,256,HDD,GTX 1650,14.0,2023,1,Good,56804,16787
Asus,i9,32,1024,SSD,RTX 3060,17.0,2019,5,Fair,144053,13200
Asus,Ryzen 5,8,2048,SSD,RTX 3060,16.0,2022,2,Poor,111008,12435
Acer,Ryzen 7,64,2048,SSD,Integrated,15.6,2020,4,Poor,141532,11135
Lenovo,M1,16,256,HDD,RTX 3060,15.6,2019,5,Excellent,122090,22619
Acer,Ryzen 7,8,1024,SSD,RTX 3060,17.0,2018,6,Fair,99077,8000
HP,i9,8,256,HDD,M2 GPU,15.6,2019,5,Fair,108340,10330
MSI,M2,32,256,SSD,RTX 3060,14.0,2018,6,Excellent,151035,21641
HP,Ryzen 7,16,256,SSD,RTX 4070,13.0,2018,6,Excellent,123480,15687
Apple,M1,32,2048,HDD,GTX 1650,15.6,2018,6,Good,135925,17469
Dell,Ryzen 7,32,1024,SSD,GTX 1650,13.0,2018,6,Poor,114446,8000
HP,M1,8,2048,SSD,GTX 1650,13.0,2021,3,Fair,128792,18647
Lenovo,i9,8,1024,SSD,M1 GPU,13.0,2020,4,Good,109390,20702
Apple,i3,32,2048,SSD,RTX 3050,16.0,2018,6,Excellent,110409,18362
Acer,M2,16,512,SSD,RTX 3050,14.0,2019,5,Excellent,130367,20765
Asus,i3,8,2048,SSD,RTX 3060,14.0,2023,1,Good,109460,32321
Acer,M2,32,512,HDD,Integrated,16.0,2022,2,Good,129680,33802
Lenovo,Ryzen 9,64,256,SSD,M1 GPU,17.0,2022,2,Good,162637,44566
HP,i7,8,2048,HDD,M2 GPU,17.0,2018,6,Good,108791,10218
Acer,Ryzen 9,8,512,SSD,GTX 1650,13.0,2021,3,Good,106405,23762
MSI,i7,8,512,SSD,M2 GPU,14.0,2020,4,Excellent,110220,25818
Apple,M1,32,2048,SSD,RTX 3050,16.0,2023,1,Good,148014,57175
Dell,i7,16,1024,HDD,M2 GPU,16.0,2021,3,Good,113555,27602
Acer,i5,8,256,HDD,M1 GPU,16.0,2018,6,Good,75971,8000
Acer,M1,32,2048,SSD,M2 GPU,13.0,2020,4,Good,148326,25736
Dell,M1,8,512,SSD,M1 GPU,17.0,2020,4,Good,110454,21293
Lenovo,i5,64,1024,SSD,RTX 3050,16.0,2020,4,Poor,152506,14003
Acer,i9,64,512,SSD,M2 GPU,16.0,2020,4,Fair,184104,20889
MSI,Ryzen 5,16,256,HDD,M1 GPU,17.0,2020,4,Good,71086,14063
HP,Ryzen 9,8,2048,HDD,RTX 4070,17.0,2022,2,Good,158249,36218
Apple,M2,32,2048,HDD,GTX 1650,14.0,2022,2,Excellent,151379,67168
Lenovo,M1,8,2048,SSD,RTX 3060,16.0,2018,6,Excellent,139846,18065
Asus,M1,8,256,HDD,RTX 4070,14.0,2022,2,Excellent,120627,39872
Dell,i9,32,256,SSD,Integrated,15.6,2019,5,Good,123728,18955
Acer,i7,8,1024,SSD,Integrated,13.0,2023,1,Fair,82630,17085
Apple,i7,16,256,HDD,RTX 3050,17.0,2022,2,Good,105821,32507
Acer,i7,32,256,SSD,M1 GPU,17.0,2019,5,Good,112479,15478
Asus,i5,64,512,SSD,Integrated,15.6,2020,4,Fair,128525,15621
Dell,Ryzen 7,8,512,SSD,GTX 1650,13.0,2018,6,Fair,77284,8000
HP,i9,16,1024,SSD,M1 GPU,13.0,2022,2,Good,125370,32684
Acer,M1,64,512,SSD,Integrated,17.0,2020,4,Fair,151724,18198
HP,M2,32,1024,HDD,GTX 1650,15.6,2018,6,Poor,134423,8000
HP,M1,16,256,HDD,RTX 3050,13.0,2022,2,Good,116822,31825
Dell,i5,8,2048,SSD,RTX 4070,17.0,2019,5,Fair,125267,14328
Acer,Ryzen 7,64,256,SSD,M2 GPU,13.0,2019,5,Fair,149304,14660
Asus,Ryzen 9,16,1024,SSD,Integrated,13.0,2023,1,Fair,96516,19371
Lenovo,i9,32,512,HDD,RTX 4070,15.6,2023,1,Excellent,179255,74409
Apple,i9,32,1024,HDD,M2 GPU,14.0,2021,3,Excellent,142976,54705
